Code	Group	Subgroup	Brand	Item	Description	Wholesale price (USD)
225	Large home appliances	Washing machines 40-45 cm	Beko	Washing machine Beko Rge 685P2 Baa		228.92
226	Large home appliances	Washing machines 40-45 cm	Beko	Washing machine Beko Rge 785P1 Xsw		223.24
227	Large home appliances	Washing machines 33-39 cm	Beko	Washing machine Beko Rgs 54P1Bww		194.97
228	Large home appliances	Washing machines 33-39 cm	Beko	Washing machine Beko Rgs 55P2 Bww		203.43
229	Large home appliances	Washing machines 40-45 cm	Beko	Washing machine Beko Wrs 5511 Bww		182.29
230	Large home appliances	Washing machines 46-60 cm	Bosch	Washing machine Bosch Wat20441Oe	iQ500, Loading 9 kg, waveDrum Drum. iQdrive, antiVibrationTM. Washing class A, Energy class A-30%. iSensoric. New TOLEDO display: one-touch wash option, aquaStop with lifetime guarantee against leaks. Spin 1400 rpm	698.92
231	Large home appliances	Washing machines 40-45 cm	Bosch	Washing machine Bosch Wlg 20261 Oe	White, 5 kg, 40 cm, 1000 rpm, display	351.77
232	Large home appliances	Washing machines 40-45 cm	Bosch	Washing machine Bosch Wlg 2426 Woe		340.15
233	Large home appliances	Washing machines 40-45 cm	Bosch	Washing machine Bosch Wlg20060Oe	Classixx 5.5kg; 1000 rpm, Motor StrongPower, Protection against surges and power outages, LED indication of the progress of the program and the selection of special functions, Programs: Cotton 40,60,90, Cotton 60 + Pre. wash, Cotton approx. 60 Intensive, Mixed linen 40,	327.47
234	Large home appliances	Washing machines 40-45 cm	Bosch	Washing machine Bosch Wlg20261Oe	Maxx 5 Vario Perfect, 5 kg; 1000 rpm, StrongPower motor, VoltCeck protection against surges and power cuts, Large multifunctional display, Programs: Cotton, Cotton + Prewash, Baby stains, Synthetics, Mixed laundry, Delicate	334.6
235	Large home appliances	Semi-automatic washing machines	Bravo	Washing machine Bravo Wmm 72 Pt		99.2
236	Large home appliances	Semi-automatic washing machines	Bravo	Washing machine Bravo Wmm 78 Pt		107.79
237	Large home appliances	Semi-automatic washing machines	Bravo	Washing machine Bravo Wmm 80 Pg 		110.3
238	Large home appliances	Semi-automatic washing machines	Bravo	Washing machine Bravo Wmm 80 Pt		114.79
239	Large home appliances	Semi-automatic washing machines	Bravo	Washing machine Bravo Wmm 90 Pt		132.62
240	Large home appliances	Compact washing machines	Candy	Washing machine Candy Aqua 2D1040-07	70x51x46,3 cm	226.02
241	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Cs34 1051D1/2-07		197.75
242	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Cs34 1052D1/2-07		209.11
243	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Cs34 1062D2/2-07		223.24
244	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Cs4 1051D1/2-07		197.75
245	Large home appliances	Washing machines 46-60 cm	Candy	Washing machine Candy Cs4 1051Db1/2		207.66
246	Large home appliances	Washing machines 40-45 cm	Candy	Washing machine Candy Cs4 1072D1/2		223.9
247	Large home appliances	Washing machines 40-45 cm	Candy	Washing machine Candy Cs4 1172D1/2		230.51
248	Large home appliances	Washing machines 40-45 cm	Candy	Washing machine Candy Css4 1062D 1/2-07		221.79
249	Large home appliances	Washing machines 40-45 cm	Candy	Washing machine Candy Css4 1072D1/2		236.06
250	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Css4 1072Db1/2-07		236.85
251	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Css4 1162D1/2-07		221.13
252	Large home appliances	Washing machines 40-45 cm	Candy	Washing machine Candy Css41062Db1/2-07		220.73
253	Large home appliances	Top loading washing machines	Candy	Washing machine Candy Cst G270L/1		329.32
254	Large home appliances	Top loading washing machines	Candy	Washing machine Candy Cst G283Dm/1-07		352.04
255	Large home appliances	Washing machines 40-45 cm	Candy	Washing machine Candy Csw4 365D/2-07		310.43
256	Large home appliances	Top loading washing machines	Candy	Washing machine Candy Cvftgp384Tmh-07		382.95
257	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Gvs34 116 Tc2/2-07		234.74
258	Large home appliances	Washing machines 33-39 cm	Candy	Washing machine Candy Gvs34 126Tc2/2-07		255.47
259	Large home appliances	Washing machines 46-60 cm	Candy	Washing machine Candy Gvs4126Tw3/2-07		236.06
260	Large home appliances	Washing machines 46-60 cm	Candy	Washing machine Candy Gvs4137Twc1/2		250.19
261	Large home appliances	Top loading washing machines	Electrolux	Washing machine Electrolux Ew6T5R061		444.24
262	Large home appliances	Top loading washing machines	Electrolux	Washing machine Electrolux Ewt0862Ifw		412.8
263	Large home appliances	Washing machines 46-60 cm	Gorenje	Washing machine Gorenje We60S2/Irv		445.03
264	Large home appliances	Washing machines 46-60 cm	Gorenje	Washing machine Gorenje Wp60S2/Irv		432.22
265	Large home appliances	Washing machines 40-45 cm	Gorenje	Washing machine Gorenje Wp62S3		321.13
266	Large home appliances	Washing machines 46-60 cm	Hansa	Washing machine Hansa Whr10381S		210.3
267	Large home appliances	Washing machines 40-45 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmsg 601 B		255.74
268	Large home appliances	Washing machines 40-45 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmsl 501 B		244.77
269	Large home appliances	Washing machines 46-60 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmsl 501 W		244.91
270	Large home appliances	Washing machines 40-45 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmsl 5081 B		249.93
271	Large home appliances	Washing machines 40-45 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmuf 501 B	85x59.5x34.8, front loading, 5 kg, 1000 rpm, Digital display, White	257.72
272	Large home appliances	Washing machines 33-39 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmug 501 B	85x59.5x34.8, front loading, 5kg, up to 1000 rpm spin, large digital display, White	259.97
273	Large home appliances	Washing machines 33-39 cm	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Vmul 501 B	85x59.5x34.8, front loading, 5 kg, 1000 rpm, White	231.7
274	Large home appliances	Top loading washing machines	Hotpoint-Ariston	Washing machine Hotpoint-Ariston Wmtf 501 L Cis	Depth: 60.00 Display: yes; Laundry load: 5.00; Leak protection: yes; Maximum spin speed: 1000; Delayed start: yes; Drying: no; Loading type: vertical; Width: 40.00; Economy program: yes	370.4
275	Large home appliances	Top loading washing machines	Indesit	Washing machine Indesit Btw A5851 (Rf)		345.43
276	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Bwsa 51051 1		214.79
277	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Bwsa 71052 L S		211.49
278	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Bwsb 51051		214
279	Large home appliances	Washing machines 46-60 cm	Indesit	Washing machine Indesit Ewd 71052		265.51
280	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Iwsb 5085	min, max. load 5 kg, adjustable temperature and spin speed. 16 washing programs, special programs: Jeans, Express wash, SPORT programs. Delay timer 3-6-9-12h, stain removal, shutdown	210.43
281	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Iwsb 5105	min, max. load 5 kg, adjustable temperature and spin speed. 16 washing programs, special programs: Jeans, Express wash, SPORT programs. Delay timer 3-6-9-12h, stain removal, shutdown	212.41
282	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Iwsc 5105	min, max. load 5 kg, adjustable temperature and spin speed. 16 washing programs, special programs: Jeans, Express wash, SPORT programs. Delay timer 3-6-9-12h, stain removal, easy ironing	213.47
283	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Iwsc 6105 	C, ECO TIME, 16 programs, delay timer, White	217.3
284	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Iwsd 5085	min, max. load 5 kg, large display, 16 washing programs, special programs: Jeans, Express wash, SPORT programs. Display functions: indication of the delay start and the time up to the end of the program. Delay timer	230.24
285	Large home appliances	Washing machines 40-45 cm	Indesit	Washing machine Indesit Iwsd 6105 B	frontal; (kg): 6; spin 1000 rpm; Delay start timer; Leak protection; Quick wash; Wash class: A; Display; (with m): 85x60x45;	218.36
286	Large home appliances	Washing machines 33-39 cm	Indesit	Washing machine Indesit Iwub 4085	min, max. load 4 kg, adjustable temperature and spin speed. 16 washing programs, special programs: Jeans, Express wash, SPORT programs. Delay timer 3-6-9-12h, stain removal, shutdown	207.26
287	Large home appliances	Washing machines 33-39 cm	Indesit	Washing machine Indesit Iwuc 4105	min, max. load 4 kg, adjustable temperature and spin speed. 16 washing programs, special programs: Jeans, Express wash, SPORT programs. Delay timer 3-6-9-12h, stain removal, easy ironing.	223.77
288	Large home appliances	Washing machines 46-60 cm	Kraft	Washing machine Kraft Kf-En 6104 W		202.5
289	Large home appliances	Washing machines 46-60 cm	Kraft	Washing machine Kraft Kf-En 5104 W		195.24
290	Large home appliances	Washing machines 40-45 cm	Lg	Washing machine Lg F1096Nd3		325.09
291	Large home appliances	Washing machines 40-45 cm	Lg	Washing machine Lg F1096Sd3		316.11
292	Large home appliances	Washing machines 46-60 cm	Lg	Washing machine Lg F-1296Nds3		310.82
293	Large home appliances	Washing machines 46-60 cm	Lg	Washing machine Lg F10B8Ld7		302.5
294	Large home appliances	Washing machines 40-45 cm	Lg	Washing machine Lg F10B8Md		296.69
295	Large home appliances	Washing machines 40-45 cm	Lg	Washing machine Lg F10B8Qd		316.5
296	Large home appliances	Washing machines 46-60 cm	Lg	Washing machine Lg F80B8Ld6		294.97
297	Large home appliances	Washing machines 46-60 cm	Lg	Washing machine Lg F2M5Hs4W		365.64
298	Large home appliances	Washing machines 46-60 cm	Lg	Washing machine Lg F2M5Hs7S		398.14
299	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwc8143 Crown		416.1
300	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm5101 Essential		192.46
301	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm6103 Crown		270.4
302	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm6123 Crown Slim		280.84
303	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm6123 Glory		228.79
304	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm7123 Crown		280.84
305	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm7143I Crown		291.27
306	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Mwm8143 Crown Slim		291.27
307	Large home appliances	Top loading washing machines	Midea	Washing machine Midea Mwt60101 Essential		288.5
308	Large home appliances	Top loading washing machines	Midea	Washing machine Midea Mwt70101 Essential		299.59
309	Large home appliances	Washing machines 46-60 cm	Midea	Washing machine Midea Wmf612E		197.62
310	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Ms-35Ct		81.9
311	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-40T		82.03
312	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-50P		93.92
313	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-50St Turquoise Glass		101.85
314	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-50St Lilac Flowers		99.6
315	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-60St White Glass, Bubbles		118.62
316	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-85P		131.57
317	Large home appliances	Semi-automatic washing machines	Optima	Washing machine Optima Msp-85St		134.74
318	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-30Et	3.0 kg, 390*340*620, power 250W, timer, transparent cover	48.74
319	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-35E	Loading dry laundry into the tank up to 3.5 kg Power consumption: 180 W Washing timer up to 15min plastic body made of polypropylene: durable, non-yellowing Lid-basin with a capacity of 9l Three operating modes Reverse Lint and fluff filter Net weight: 9.5 kg	54.29
320	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-40Ret	4 kg, with centrifuge	79.79
321	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-50Ret	White, 5 kg, centrifuge, pump	86.79
322	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-60Pet	White, 6 kg, centrifuge, pump	95.24
323	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-65Pe		97.49
324	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-70Pet	7 kg, with centrifuge	111.49
325	Large home appliances	Semi-automatic washing machines	Renova	Washing machine Renova Ws-80Pet	White, 8 kg, centrifuge, pump	122.32
326	Large home appliances	Washing machines 46-60 cm	Samsung	Washing machine Samsung Ww65K42E00Sdlp		401.57
327	Large home appliances	Washing machines 46-60 cm	Samsung	Washing machine Samsung Ww80R42Lhdwdlp		381.49
328	Large home appliances	Washing machines 46-60 cm	Samsung	Washing machine Samsung Ww65K42E08W		373.96
329	Large home appliances	Washing machines 40-45 cm	Samsung	Washing machine Samsung Wf-60F1R0E2W		279.91
330	Large home appliances	Washing machines 40-45 cm	Samsung	Washing machine Samsung Wf-60F1R0F2W	General characteristics: Installation freestanding, removable cover for embedding; Loading type front; Maximum laundry load 6 kg; Drying no; Electronic control (intelligent); Display is Digital; Dimensions (WxDxH) 60x45x85 cm; Weight 53	279.91
331	Large home appliances	Washing machines 40-45 cm	Samsung	Washing machine Samsung Wf-60F1R2E2W		279.91
332	Large home appliances	Washing machines 40-45 cm	Samsung	Washing machine Samsung Wf-60F1R2F2W	85*60*45 ; 6 kg; class A; Control type electronic 1000 rpm; Display	279.91
333	Large home appliances	Washing machines 40-45 cm	Samsung	Washing machine Samsung Wf-8590Nlw8	General characteristics: Installation freestanding, removable cover for embedding; Loading type front; Maximum laundry load 6 kg; Drying no; Electronic control (intelligent); Display is Digital; Dimensions (WxDxH) 60x45x85 cm; Weight 53 cm 	245.96
334	Large home appliances	Washing machines 40-45 cm	Samsung	Washing machine Samsung Wf-8590Nlw9	General Features: Freestanding installation, removable cover for embedding; Type of loading frontal; Maximum laundry load 6 kg; Drying no; Electronic control (intelligent); Display Digital; Dimensions (WxDxH) 60x45x85 cm; Weight 54 kg	245.96
335	Large home appliances	Washing machines 46-60 cm	Schaub Lorenz	Washing machine Schaub Lorenz Slw Mc6131		275.69
336	Large home appliances	Washing machines 46-60 cm	Schaub Lorenz	Washing machine Schaub Lorenz Slw Mc6132		302.76
337	Large home appliances	Washing machines 46-60 cm	Schaub Lorenz	Washing machine Schaub Lorenz Slw Mc6133		324.16
338	Large home appliances	Washing machines 40-45 cm	Weissgauff 	Washing machine Weissgauff Wm 4126 D		267.1
339	Large home appliances	Washing machines 46-60 cm	Weissgauff 	Washing machine Weissgauff Wmd 4148 D		433.01
340	Large home appliances	Washing machines 40-45 cm	Atlent	Washing machine Atlent Sma 50 U 101-00		229.32
341	Large home appliances	Washing machines 40-45 cm	Atlent	Washing machine Atlent Sma 50 U 102 	White, 5 kg, 40 cm, 1000 rpm, display	234.34
342	Large home appliances	Washing machines 40-45 cm	Atlent	Washing machine Atlent Sma 50 U 107-000	load 5 kg, 1000 rpm, 846x596x421, 15 programs mm, segment display, LED indication	233.41
343	Large home appliances	Washing machines 40-45 cm	Atlent	Washing machine Atlent Sma 50 U 108-000	load 5 kg, 1000 rpm, 846x596x421, 23 programs, LED indication	218.62
